TimeStamp,Reference,Position,Speed,Current,Voltage,Error,Kp x Error,Error Sum / Ti,Td x Delta PV,PID Output
186.15,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.16,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.17,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.18,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.19,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.2,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.21,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.22,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.23,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.24,0.001526,0,0,0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.24,0.001526,0,0,0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.25,0.001526,0,0,0.103634,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.26,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.27,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.28,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.29,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.3,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.31,0.001526,0,0,0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.32,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.33,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.34,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.35,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.36,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.37,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.38,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.39,0.001526,0,0,0.077726,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.4,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.41,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.42,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.43,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.44,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.45,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.46,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.47,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.48,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.49,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.5,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.51,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.52,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.53,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.54,0.001526,0,0,-0.103634,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.55,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.56,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.56,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.57,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.58,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.59,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.6,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.61,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.62,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.63,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.64,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.65,0.001526,0,0,0.054696,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.66,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.67,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.68,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.69,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.7,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.71,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.72,0.001526,0,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.72,0.001526,0,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.73,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.74,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.75,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.76,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.77,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.78,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.79,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.8,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.81,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.82,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.83,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.84,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.85,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.86,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.87,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.88,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.88,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.89,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.9,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.91,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.92,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.93,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.94,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.95,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.96,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.97,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.98,0.001526,0,0,0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
186.99,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.01,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.02,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.03,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.04,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.05,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.06,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.07,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.08,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.09,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.1,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.11,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.12,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.13,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.14,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.15,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.16,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.17,0.001526,0,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.18,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.19,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.2,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.2,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.21,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.22,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.23,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.24,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.25,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.26,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.27,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.28,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.29,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.3,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.31,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.32,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.33,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.34,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.35,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.36,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.36,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.37,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.38,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.39,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.4,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.41,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.42,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.43,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.44,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.45,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.46,0.001526,0,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.47,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.48,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.49,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.5,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.51,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.52,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.52,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.53,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.54,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.55,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.56,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.57,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.58,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.59,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.6,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.61,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.62,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.63,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.64,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.65,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.66,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.67,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.68,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.69,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.7,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.71,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.72,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.73,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.74,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.75,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.76,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.77,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.78,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.79,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.8,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.81,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.82,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.83,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.84,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.84,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.85,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.86,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.87,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.88,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.89,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.9,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.91,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.92,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.93,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.94,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.95,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.96,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.97,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.98,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
187.99,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
188,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
188,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.01,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.02,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.03,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.04,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.05,0.001526,0,0,0.054696,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.06,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.07,0.001526,0,0,-0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.08,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.09,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.1,0.001526,0,0,0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.11,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.12,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.13,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.14,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.15,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.16,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.16,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.17,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.18,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.19,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.2,0.001526,0,0,0.054696,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.21,0.001526,0,0,-0.080605,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.22,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.23,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.24,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.25,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.26,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.27,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.28,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.29,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.3,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.31,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.32,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.33,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.34,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.35,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.36,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.37,0.001526,0,0,-0.034545,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.38,0.001526,0,0,-0.011515,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.39,0.001526,0,0,0.031666,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.4,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.41,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.42,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.43,0.001526,0,0,0.008636,0,0.001526,0.001526,0.001526,0.001526,0.001526
188.44,0.001526,0,0,0.057575,0,0.001526,0.001526,0.001526,0.001526,0.001526
